squawk,function
3400,SERVICING AEW NATO
3500,SERVICING AEW NATO
3501,ORIGIN Luxembourg
3502,ORIGIN Luxembourg
3503,ORIGIN Luxembourg
3504,ORIGIN Luxembourg
3505,ORIGIN Luxembourg
3506,ORIGIN Luxembourg
3507,ORIGIN Luxembourg
3540,ORIGIN Berlin
3541,ORIGIN Berlin
3542,ORIGIN Berlin
3543,ORIGIN Berlin
3544,ORIGIN Berlin
3545,ORIGIN Berlin
3546,ORIGIN Berlin
3547,ORIGIN Berlin
3548,ORIGIN Berlin
3549,ORIGIN Berlin
3550,ORIGIN Berlin
3551,ORIGIN Berlin
3552,ORIGIN Berlin
3553,ORIGIN Berlin
3554,ORIGIN Berlin
3555,ORIGIN Berlin
3556,ORIGIN Berlin
3557,ORIGIN Berlin
3558,ORIGIN Berlin
3559,ORIGIN Berlin
3560,ORIGIN Berlin
3561,ORIGIN Berlin
3562,ORIGIN Berlin
3563,ORIGIN Berlin
3564,ORIGIN Berlin
3565,ORIGIN Berlin
3566,ORIGIN Berlin
3567,ORIGIN Berlin
3568,ORIGIN Berlin
3569,ORIGIN Berlin
3570,ORIGIN Berlin
3571,ORIGIN Berlin
3572,ORIGIN Berlin
3573,ORIGIN Berlin
3574,ORIGIN Berlin
3575,ORIGIN Berlin
3576,ORIGIN Berlin
3577,ORIGIN Berlin
3600,SERVICING AEW NATO
3601,RAF Benson
3602,RAF Benson
3603,RAF Benson
3604,RAF Benson
3605,RAF Benson
3606,RAF Benson
3607,RAF Benson
3608,RAF Benson
3609,RAF Benson
3610,RAF Benson
3611,RAF Benson
3612,RAF Benson
3613,RAF Benson
3614,RAF Benson
3615,RAF Benson
3616,RAF Benson
3617,RAF Benson
3618,RAF Benson
3619,RAF Benson
3620,RAF Benson
3621,RAF Benson
3622,RAF Benson
3623,RAF Benson
3601,ATC Scotland
3602,ATC Scotland
3603,ATC Scotland
3604,ATC Scotland
3605,ATC Scotland
3606,ATC Scotland
3607,ATC Scotland
3608,ATC Scotland
3609,ATC Scotland
3610,ATC Scotland
3611,ATC Scotland
3612,ATC Scotland
3613,ATC Scotland
3614,ATC Scotland
3615,ATC Scotland
3616,ATC Scotland
3617,ATC Scotland
3618,ATC Scotland
3619,ATC Scotland
3620,ATC Scotland
3621,ATC Scotland
3622,ATC Scotland
3623,ATC Scotland
3624,ATC Scotland
3625,ATC Scotland
3626,ATC Scotland
3627,ATC Scotland
3628,ATC Scotland
3629,ATC Scotland
3630,ATC Scotland
3631,ATC Scotland
3632,ATC Scotland
3601,RAF Waddington
3602,RAF Waddington
3603,RAF Waddington
3604,RAF Waddington
3605,RAF Waddington
3606,RAF Waddington
3607,RAF Waddington
3608,RAF Waddington
3609,RAF Waddington
3610,RAF Waddington
3611,RAF Waddington
3612,RAF Waddington
3613,RAF Waddington
3614,RAF Waddington
3615,RAF Waddington
3616,RAF Waddington
3617,RAF Waddington
3618,RAF Waddington
3619,RAF Waddington
3620,RAF Waddington
3621,RAF Waddington
3622,RAF Waddington
3623,RAF Waddington
3624,RAF Waddington
3625,RAF Waddington
3626,RAF Waddington
3627,RAF Waddington
3628,RAF Waddington
3629,RAF Waddington
3630,RAF Waddington
3631,RAF Waddington
3632,RAF Waddington
3633,RAF Waddington
3634,RAF Waddington
3601,ATC Jersey
3602,ATC Jersey
3603,ATC Jersey
3604,ATC Jersey
3605,ATC Jersey
3606,ATC Jersey
3607,ATC Jersey
3608,ATC Jersey
3609,ATC Jersey
3610,ATC Jersey
3611,ATC Jersey
3612,ATC Jersey
3613,ATC Jersey
3614,ATC Jersey
3615,ATC Jersey
3616,ATC Jersey
3617,ATC Jersey
3618,ATC Jersey
3619,ATC Jersey
3620,ATC Jersey
3621,ATC Jersey
3622,ATC Jersey
3623,ATC Jersey
3624,ATC Jersey
3625,ATC Jersey
3626,ATC Jersey
3627,ATC Jersey
3628,ATC Jersey
3629,ATC Jersey
3630,ATC Jersey
3631,ATC Jersey
3632,ATC Jersey
3633,ATC Jersey
3634,ATC Jersey
3635,ATC Jersey
3636,ATC Jersey
3637,ATC Jersey
3638,ATC Jersey
3639,ATC Jersey
3640,ATC Jersey
3641,ATC Jersey
3642,ATC Jersey
3643,ATC Jersey
3644,ATC Jersey
3645,ATC Jersey
3646,ATC Jersey
3647,ATC Jersey
3601,ATC Cardiff
3602,ATC Cardiff
3603,ATC Cardiff
3604,ATC Cardiff
3605,ATC Cardiff
3606,ATC Cardiff
3607,ATC Cardiff
3608,ATC Cardiff
3609,ATC Cardiff
3610,ATC Cardiff
3611,ATC Cardiff
3612,ATC Cardiff
3613,ATC Cardiff
3614,ATC Cardiff
3615,ATC Cardiff
3616,ATC Cardiff
3617,ATC Cardiff
3618,ATC Cardiff
3619,ATC Cardiff
3620,ATC Cardiff
3621,ATC Cardiff
3622,ATC Cardiff
3623,ATC Cardiff
3624,ATC Cardiff
3625,ATC Cardiff
3626,ATC Cardiff
3627,ATC Cardiff
3628,ATC Cardiff
3629,ATC Cardiff
3630,ATC Cardiff
3631,ATC Cardiff
3632,ATC Cardiff
3633,ATC Cardiff
3634,ATC Cardiff
3635,ATC Cardiff
3636,ATC Cardiff
3637,ATC Cardiff
3638,ATC Cardiff
3639,ATC Cardiff
3640,ATC Cardiff
3641,ATC Cardiff
3642,ATC Cardiff
3643,ATC Cardiff
3644,ATC Cardiff
3645,ATC Cardiff
3646,ATC Cardiff
3647,ATC Cardiff
3648,ATC Cardiff
3649,ATC Cardiff
3650,ATC Cardiff
3651,ATC Cardiff
3652,ATC Cardiff
3653,ATC Cardiff
3654,ATC Cardiff
3655,ATC Cardiff
3656,ATC Cardiff
3657,ATC Cardiff
3624,RAF CONSPICUITY Benson
3625,RAF Benson
3626,RAF Benson
3627,RAF Benson
3636,CAS Cardiff
3637,ATC CONSPICUITY Wycombe Air Park
3640,RAF Odiham
3641,RAF Odiham
3642,RAF Odiham
3643,RAF Odiham
3645,RAF Odiham
3640,RAF Marham
3641,RAF Marham
3642,RAF Marham
3643,RAF Marham
3644,RAF Marham
3645,RAF Marham
3646,RAF Marham
3647,RAF Marham
3648,RAF Marham
3649,RAF Marham
3650,RAF Marham
3651,RAF Marham
3652,RAF Marham
3653,RAF Marham
3654,RAF Marham
3655,RAF Marham
3656,RAF Marham
3657,RAF Marham
3658,RAF Marham
3659,RAF Marham
3660,RAF Marham
3661,RAF Marham
3662,RAF Marham
3663,RAF Marham
3664,RAF Marham
3665,RAF Marham
3666,RAF Marham
3640,ATC Aberdeen Offshore
3641,ATC Aberdeen Offshore
3642,ATC Aberdeen Offshore
3643,ATC Aberdeen Offshore
3644,ATC Aberdeen Offshore
3645,ATC Aberdeen Offshore
3646,ATC Aberdeen Offshore
3647,ATC Aberdeen Offshore
3648,ATC Aberdeen Offshore
3649,ATC Aberdeen Offshore
3650,ATC Aberdeen Offshore
3651,ATC Aberdeen Offshore
3652,ATC Aberdeen Offshore
3653,ATC Aberdeen Offshore
3654,ATC Aberdeen Offshore
3655,ATC Aberdeen Offshore
3656,ATC Aberdeen Offshore
3657,ATC Aberdeen Offshore
3658,ATC Aberdeen Offshore
3659,ATC Aberdeen Offshore
3660,ATC Aberdeen Offshore
3661,ATC Aberdeen Offshore
3662,ATC Aberdeen Offshore
3663,ATC Aberdeen Offshore
3664,ATC Aberdeen Offshore
3665,ATC Aberdeen Offshore
3666,ATC Aberdeen Offshore
3667,ATC Aberdeen Offshore
3668,ATC Aberdeen Offshore
3669,ATC Aberdeen Offshore
3670,ATC Aberdeen Offshore
3671,ATC Aberdeen Offshore
3672,ATC Aberdeen Offshore
3673,ATC Aberdeen Offshore
3674,ATC Aberdeen Offshore
3675,ATC Aberdeen Offshore
3676,ATC Aberdeen Offshore
3677,ATC Aberdeen Offshore
3641,ATC BAE
3642,ATC BAE
3643,ATC BAE
3644,ATC BAE
3645,ATC BAE
3646,ATC BAE
3647,ATC BAE
3646,RAF CONSPICUITY Odiham
3646,ATC Cardiff
3647,ATC Cardiff
3648,ATC Cardiff
3649,ATC Cardiff
3650,ATC Cardiff
3651,ATC Cardiff
3652,ATC Cardiff
3653,ATC Cardiff
3654,ATC Cardiff
3655,ATC Cardiff
3656,ATC Cardiff
3657,ATC Cardiff
3647,RAF Odiham
3648,RAF Odiham
3649,RAF Odiham
3650,RAF Odiham
3651,RAF Odiham
3652,RAF Odiham
3653,RAF Odiham
3650,ATC CONSPICUITY BAE
3651,ATC BAE
3652,ATC BAE
3653,ATC BAE
3654,ATC BAE
3655,ATC BAE
3656,ATC BAE
3657,ATC BAE
3660,ATC Warton Aerodrome
3660,ATC Solent
3661,ATC Solent
3662,ATC Solent
3663,ATC Solent
3664,ATC Solent
3665,ATC Solent
3661,ATC BAE
3662,ATC BAE
3663,ATC BAE
3664,ATC BAE
3665,ATC BAE
3666,ATC BAE
3667,ATC BAE
3668,ATC BAE
3669,ATC BAE
3670,ATC BAE
3671,ATC BAE
3672,ATC BAE
3673,ATC BAE
3674,ATC BAE
3675,ATC BAE
3676,ATC BAE
3677,ATC BAE
3666,ATC CONSPICUITY Solent
3667,RAF CONSPICUITY Marham
3667,ATC Solent
3668,ATC Solent
3669,ATC Solent
3670,ATC Solent
3671,ATC Solent
3672,ATC Solent
3673,ATC Solent
3674,ATC Solent
3675,ATC Solent
3676,ATC Solent
3677,ATC Solent
3700,SERVICING AEW NATO
3701,ATC Norwich
3702,ATC Norwich
3703,ATC Norwich
3704,ATC Norwich
3705,ATC Norwich
3706,ATC Norwich
3707,ATC BASIC Norwich
3710,ATC Norwich
3701,SERVICING AEW RAF
3702,SERVICING AEW RAF
3703,SERVICING AEW RAF
3704,SERVICING AEW RAF
3705,SERVICING AEW RAF
3706,SERVICING AEW RAF
3707,SERVICING AEW RAF
3708,SERVICING AEW RAF
3709,SERVICING AEW RAF
3710,SERVICING AEW RAF
3711,SERVICING AEW RAF
3712,SERVICING AEW RAF
3713,SERVICING AEW RAF
3714,SERVICING AEW RAF
3715,SERVICING AEW RAF
3716,SERVICING AEW RAF
3717,SERVICING AEW RAF
3701,RAF Brize Norton
3702,RAF Brize Norton
3703,RAF Brize Norton
3704,RAF Brize Norton
3705,RAF Brize Norton
3706,RAF Brize Norton
3707,RAF Brize Norton
3708,RAF Brize Norton
3709,RAF Brize Norton
3710,RAF Brize Norton
3711,RAF Brize Norton
3712,RAF Brize Norton
3713,RAF Brize Norton
3714,RAF Brize Norton
3715,RAF Brize Norton
3716,RAF Brize Norton
3717,RAF Brize Norton
3718,RAF Brize Norton
3719,RAF Brize Norton
3720,RAF Brize Norton
3721,RAF Brize Norton
3722,RAF Brize Norton
3723,RAF Brize Norton
3724,RAF Brize Norton
3725,RAF Brize Norton
3726,RAF Brize Norton
3727,RAF Brize Norton
3728,RAF Brize Norton
3729,RAF Brize Norton
3730,RAF Brize Norton
3731,RAF Brize Norton
3732,RAF Brize Norton
3733,RAF Brize Norton
3734,RAF Brize Norton
3735,RAF Brize Norton
3736,RAF Brize Norton
3701,ATC Guernsey
3702,ATC Guernsey
3703,ATC Guernsey
3704,ATC Guernsey
3705,ATC Guernsey
3706,ATC Guernsey
3707,ATC Guernsey
3708,ATC Guernsey
3709,ATC Guernsey
3710,ATC Guernsey
3711,ATC Guernsey
3712,ATC Guernsey
3713,ATC Guernsey
3714,ATC Guernsey
3715,ATC Guernsey
3716,ATC Guernsey
3717,ATC Guernsey
3718,ATC Guernsey
3719,ATC Guernsey
3720,ATC Guernsey
3721,ATC Guernsey
3722,ATC Guernsey
3723,ATC Guernsey
3724,ATC Guernsey
3725,ATC Guernsey
3726,ATC Guernsey
3727,ATC Guernsey
3701,RAF Lossiemouth
3702,RAF Lossiemouth
3703,RAF Lossiemouth
3704,RAF Lossiemouth
3705,RAF Lossiemouth
3706,RAF Lossiemouth
3707,RAF Lossiemouth
3708,RAF Lossiemouth
3709,RAF Lossiemouth
3710,RAF Lossiemouth
3711,RAF Lossiemouth
3712,RAF Lossiemouth
3713,RAF Lossiemouth
3714,RAF Lossiemouth
3715,RAF Lossiemouth
3716,RAF Lossiemouth
3717,RAF Lossiemouth
3718,RAF Lossiemouth
3719,RAF Lossiemouth
3720,RAF Lossiemouth
3721,RAF Lossiemouth
3722,RAF Lossiemouth
3723,RAF Lossiemouth
3724,RAF Lossiemouth
3725,RAF Lossiemouth
3726,RAF Lossiemouth
3727,RAF Lossiemouth
3728,RAF Lossiemouth
3729,RAF Lossiemouth
3730,RAF Lossiemouth
3731,RAF Lossiemouth
3732,RAF Lossiemouth
3733,RAF Lossiemouth
3734,RAF Lossiemouth
3735,RAF Lossiemouth
3736,RAF Lossiemouth
3737,RAF Lossiemouth
3738,RAF Lossiemouth
3739,RAF Lossiemouth
3740,RAF Lossiemouth
3741,RAF Lossiemouth
3742,RAF Lossiemouth
3743,RAF Lossiemouth
3744,RAF Lossiemouth
3745,RAF Lossiemouth
3746,RAF Lossiemouth
3747,RAF Lossiemouth
3748,RAF Lossiemouth
3749,RAF Lossiemouth
3750,RAF Lossiemouth
3751,RAF Lossiemouth
3752,RAF Lossiemouth
3753,RAF Lossiemouth
3754,RAF Lossiemouth
3755,RAF Lossiemouth
3756,RAF Lossiemouth
3757,RAF Lossiemouth
3758,RAF Lossiemouth
3759,RAF Lossiemouth
3760,RAF Lossiemouth
3761,RAF Lossiemouth
3762,RAF Lossiemouth
3763,RAF Lossiemouth
3764,RAF Lossiemouth
3765,RAF Lossiemouth
3766,RAF Lossiemouth
3767,RAF Lossiemouth
3720,RAF Valley
3721,RAF Valley
3722,RAF Valley
3723,RAF Valley
3724,RAF Valley
3725,RAF Valley
3726,RAF Valley
3727,RAF Valley
3720,RAF Wittering
3721,RAF Wittering
3722,RAF Wittering
3723,RAF Wittering
3724,RAF Wittering
3725,RAF Wittering
3726,RAF Wittering
3727,RAF Wittering
3720,ATC Newcastle
3721,ATC Newcastle
3722,ATC Newcastle
3723,ATC Newcastle
3724,ATC Newcastle
3725,ATC Newcastle
3726,ATC Newcastle
3727,ATC Newcastle
3728,ATC Newcastle
3729,ATC Newcastle
3730,ATC Newcastle
3731,ATC Newcastle
3732,ATC Newcastle
3733,ATC Newcastle
3734,ATC Newcastle
3735,ATC Newcastle
3736,ATC Newcastle
3737,ATC Newcastle
3738,ATC Newcastle
3739,ATC Newcastle
3740,ATC Newcastle
3741,ATC Newcastle
3742,ATC Newcastle
3743,ATC Newcastle
3744,ATC Newcastle
3745,ATC Newcastle
3746,ATC Newcastle
3747,ATC Newcastle
3748,ATC Newcastle
3749,ATC Newcastle
3750,ATC Newcastle
3751,ATC Newcastle
3752,ATC Newcastle
3753,ATC Newcastle
3754,ATC Newcastle
3755,ATC Newcastle
3756,ATC Newcastle
3757,ATC Newcastle
3758,ATC Newcastle
3759,ATC Newcastle
3760,ATC Newcastle
3761,ATC Newcastle
3762,ATC Newcastle
3763,ATC Newcastle
3764,ATC Newcastle
3765,ATC Newcastle
3766,ATC Newcastle
3727,RAF LARS/CTR Brize Norton
3730,RAF Valley
3731,RAF Valley
3732,RAF Valley
3733,RAF Valley
3734,RAF Valley
3735,RAF Valley
3736,RAF Valley
3730,RAF PRACTICE Wittering
3731,RAF PRACTICE Wittering
3732,RAF PRACTICE Wittering
3733,RAF PRACTICE Wittering
3734,RAF PRACTICE Wittering
3735,RAF PRACTICE Wittering
3736,RAF PRACTICE Wittering
3737,RAF PRACTICE Wittering
3738,RAF PRACTICE Wittering
3739,RAF PRACTICE Wittering
3740,RAF PRACTICE Wittering
3741,RAF PRACTICE Wittering
3742,RAF PRACTICE Wittering
3743,RAF PRACTICE Wittering
3744,RAF PRACTICE Wittering
3745,RAF PRACTICE Wittering
3746,RAF PRACTICE Wittering
3747,RAF PRACTICE Wittering
3737,RAF VISUAL RECOVERY Valley
3737,RAF CONSPICUITY Brize Norton
3737,CAS Newcastle
3740,RAF Brize Norton
3741,RAF Brize Norton
3742,RAF Brize Norton
3743,RAF Brize Norton
3744,RAF Brize Norton
3745,RAF Brize Norton
3740,RAF Valley
3741,RAF Valley
3742,RAF Valley
3743,RAF Valley
3744,RAF Valley
3745,RAF Valley
3746,RAF Valley
3747,RAF Valley
3750,RAF CONSPICUITY Wittering
3750,RAF GENERAL Valley
3751,RAF GENERAL Valley
3750,ATC Gatwick
3751,ATC Gatwick
3752,ATC Gatwick
3753,ATC Gatwick
3754,ATC Gatwick
3755,ATC Gatwick
3756,ATC Gatwick
3757,ATC Gatwick
3758,ATC Gatwick
3759,ATC Gatwick
3760,ATC Gatwick
3761,ATC Gatwick
3751,RAF Wittering
3752,RAF Wittering
3753,RAF Wittering
3754,RAF Wittering
3755,RAF Wittering
3756,RAF Wittering
3757,RAF Wittering
3752,RAF RIFA
3753,RAF LOW-LEVEL Valley
3754,RAF SPECIAL Valley
3755,RAF PRACTICE Valley
3756,RAF PRACTICE Valley
3757,RAF Mona
3760,RAF Wittering
3760,RAF GENERAL Valley
3761,RAF GENERAL Valley
3762,RAF GENERAL Valley
3763,RAF GENERAL Valley
3764,RAF GENERAL Valley
3765,RAF GENERAL Valley
3761,RAF VFR Wittering / Cranwell
3762,ATC IFR Shoreham
3762,RAF Wittering
3763,ATC Shoreham VFR
3764,ATC Gatwick
3765,ATC Gatwick
3766,ATC Gatwick
3767,ATC CONSPICUITY Redhill
3767,ATC CONSPICUITY Newcastle
3770,ATC West-England
3771,ATC West-England
3772,ATC West-England
3773,ATC West-England
3774,ATC West-England
3775,ATC West-England
3776,ATC West-England
3777,ATC West-England
